Outlier,comment_count,down_votes,post_id,reputation,score,up_votes,user_id,view_count,views
views,0,2,34788870,4826,0,2835,678834,14,1304
views,0,2,36384025,4826,0,2835,678834,17,1304
views,0,16,35012155,35728,0,647,274,18,1930
views,2,42,34201030,11201,0,491,234451,18,1117
views,2,53,34769995,22546,0,455,11755,14,2372
views,0,53,35864852,22546,-1,455,11755,18,2372
views,0,53,37701416,22546,0,455,11755,18,2372
views,1,53,37717428,22546,0,455,11755,16,2372
views,0,53,37304406,22546,0,455,11755,10,2372
views,0,53,35853378,22546,1,455,11755,17,2372
views,0,53,32668104,22546,0,455,11755,13,2372
views,0,53,36576270,22546,0,455,11755,18,2372
views,1,53,35379672,22546,0,455,11755,15,2372
views,0,53,18732925,22546,0,455,11755,14,2372
views,3,53,37597066,22546,0,455,11755,16,2372
views,0,53,37676475,22546,1,455,11755,14,2372
views,1,53,35486262,22546,-1,455,11755,15,2372
views,0,16,31970852,5469,0,748,75594,12,1017
views,2,940,33551590,71341,-1,2823,561309,16,4379
views,1,940,36288255,71341,0,2823,561309,13,4379
views,0,32,31974416,11727,0,245,1127699,19,1721
views,0,208,36444623,13891,0,614,220005,17,1482
views,6,201,32411162,13352,0,1548,261682,19,2076
views,0,201,32416581,13352,0,1548,261682,19,2076
views,1,1480,33375247,96868,0,2385,14357,12,8583
views,0,67,31558581,10507,0,1262,125663,15,1627
views,4,948,33218516,6667,0,1093,1477407,14,1136
views,4,948,36944517,6667,1,1093,1477407,19,1136
views,0,948,31854179,6667,0,1093,1477407,18,1136
views,0,948,34437689,6667,0,1093,1477407,17,1136
views,0,9,35770346,13834,0,1623,6486,14,997
views,0,9,4238213,13834,1,1623,6486,17,997
views,1,235,36464291,26890,2,649,458742,17,1575
views,2,235,36756356,26890,0,649,458742,15,1575
views,0,235,36390323,26890,0,649,458742,14,1575
views,4,235,36912477,26890,1,649,458742,17,1575
views,0,235,36878229,26890,0,649,458742,4,1575
views,4,235,34257742,26890,0,649,458742,18,1575
views,3,235,36848453,26890,0,649,458742,14,1575
views,2,235,36608659,26890,2,649,458742,19,1575
views,0,519,18674135,16616,0,872,933633,19,1145
views,0,24,35962496,5150,0,1157,3632206,12,1066
views,1,24,37647553,5150,0,1157,3632206,17,1066
views,6,24,37585219,5150,0,1157,3632206,16,1066
views,0,24,36794827,5150,0,1157,3632206,3,1066
views,2,24,36527550,5150,1,1157,3632206,19,1066
views,1,24,31368471,5150,0,1157,3632206,19,1066
views,0,24,37768029,5150,0,1157,3632206,18,1066
views,1,24,36750507,5150,0,1157,3632206,11,1066
views,0,24,35503547,5150,0,1157,3632206,15,1066
views,0,24,31569207,5150,0,1157,3632206,19,1066
views,3,24,37712798,5150,-1,1157,3632206,18,1066
views,1,24,31600057,5150,0,1157,3632206,9,1066
views,0,24,37740445,5150,0,1157,3632206,14,1066
views,0,22,37416362,3165,0,3130,606602,17,1186
views,0,4,37587884,4462,0,367,2026098,18,1598
views,0,21,36114490,17784,0,142,48886,19,1254
views,0,55,37658824,29477,0,4511,97614,14,2307
views,1,55,37299878,29477,1,4511,97614,13,2307
views,0,8,34450774,32400,1,2069,18706,17,2164
views,0,8,31229302,32400,1,2069,18706,17,2164
views,0,283,37746794,16763,0,1425,39643,10,1393
views,0,283,37597279,16763,0,1425,39643,13,1393
views,0,80,34630953,26041,0,1797,319618,17,2531
views,3,80,37054007,26041,0,1797,319618,16,2531
views,0,80,37302289,26041,0,1797,319618,8,2531
views,0,80,37437499,26041,0,1797,319618,11,2531
views,0,962,33335353,26919,0,6113,495796,7,5170
views,0,962,34311118,26919,0,6113,495796,14,5170
views,0,962,37008273,26919,0,6113,495796,8,5170
views,0,962,31840847,26919,-1,6113,495796,19,5170
views,0,106,37542626,31771,0,3826,706456,8,2398
views,0,5,32276474,18178,0,708,175216,18,1463
views,0,160,36848388,20915,0,329,1936622,16,2283
views,0,66,22075789,31307,0,637,47775,18,2689
views,0,157,36504302,10959,0,1383,695749,14,1118
views,3,157,37280132,10959,0,1383,695749,13,1118
views,2,157,36627861,10959,0,1383,695749,14,1118
views,0,556,34933952,5394,0,529,2283946,15,1032
views,1,556,35913125,5394,1,529,2283946,16,1032
views,2,42,17942635,46915,1,845,20400,19,3414
views,1,42,31407943,46915,0,845,20400,19,3414
views,0,5,36809771,8493,0,604,1564065,19,2385
views,0,5,36177596,8493,1,604,1564065,19,2385
views,0,5,36446879,8493,0,604,1564065,7,2385
views,0,62,35035347,30536,0,2272,151641,15,2146
views,0,449,34024347,21315,0,1037,229792,16,2092
views,0,449,24123905,21315,1,1037,229792,17,2092
views,0,23,37069879,10236,0,1932,575530,18,1355
views,0,23,34683200,10236,0,1932,575530,6,1355
views,0,23,36573233,10236,0,1932,575530,12,1355
views,2,23,35745577,10236,0,1932,575530,6,1355
views,0,23,37272702,10236,0,1932,575530,12,1355
views,1,23,27474680,10236,0,1932,575530,16,1355
views,0,23,35090161,10236,0,1932,575530,14,1355
views,0,10,33541157,11726,0,320,122033,17,1457
views,0,10,32632906,11726,3,320,122033,16,1457
views,0,20,35726701,13247,0,1339,6604,14,1511
views,0,71,35196573,11377,2,1658,283538,14,1549
views,0,71,31544565,11377,0,1658,283538,17,1549
views,0,71,30476966,11377,0,1658,283538,18,1549
views,1,71,33456802,11377,0,1658,283538,19,1549
views,0,71,36644210,11377,0,1658,283538,8,1549
views,4,37,28820948,14597,0,883,382307,15,1343
views,0,39,32777385,27966,0,1314,593627,18,3400
views,0,39,36129196,27966,0,1314,593627,14,3400
views,1,39,37367638,27966,0,1314,593627,18,3400
views,0,168,37504908,20437,0,536,42106,17,2845
views,1,168,37551796,20437,1,536,42106,14,2845
views,0,8468,37281540,34547,0,4550,545127,8,9516
views,0,17,24939395,13681,0,2506,141022,19,1048
views,0,17,35887536,13681,0,2506,141022,15,1048
views,0,189,31655571,32311,0,2468,429427,13,1155
views,2,32,34676447,21080,0,156,4787,8,1529
views,0,348,31612292,25678,0,601,1153938,10,1440
views,2,15,27302412,55182,0,98,343204,10,2363
views,1,15,34073203,55182,0,98,343204,15,2363
views,0,15,29752441,55182,0,98,343204,19,2363
views,2,15,24212462,55182,0,98,343204,15,2363
views,0,15,35926868,55182,0,98,343204,16,2363
views,0,15,33634279,55182,0,98,343204,15,2363
views,2,15,34053341,55182,0,98,343204,16,2363
views,1,15,31865150,55182,0,98,343204,6,2363
views,0,15,30804435,55182,0,98,343204,14,2363
views,0,15,33309049,55182,0,98,343204,12,2363
views,3,15,34055112,55182,0,98,343204,11,2363
views,1,15,30007387,55182,0,98,343204,17,2363
views,0,15,30177152,55182,1,98,343204,6,2363
views,0,15,34052013,55182,0,98,343204,10,2363
views,0,15,32148843,55182,0,98,343204,7,2363
views,0,15,33638745,55182,0,98,343204,17,2363
views,0,216,37347105,23113,0,772,3233,19,1006
views,3,116,36970447,23815,0,4548,1079110,16,2002
views,0,116,35235854,23815,0,4548,1079110,18,2002
views,0,49,33940373,10281,0,337,1480018,15,1623
views,0,49,32590235,10281,0,337,1480018,12,1623
views,0,154,37732549,5848,0,1173,452748,12,1303
views,0,10,37593270,23084,1,297,1319998,17,1495
views,0,1,37659593,19866,0,634,31751,15,1095
views,0,1057,36598045,11908,0,478,546871,13,2819
views,0,17,30669436,14987,0,561,240215,9,1555
views,0,0,34135792,4775,0,56,364082,15,1852
views,0,1022,33372277,47168,0,7845,13744,12,3339
views,0,0,30191640,13869,0,366,385563,19,1060
views,0,0,34020353,13869,1,366,385563,19,1060
views,1,0,36315760,13869,0,366,385563,15,1060
views,2,0,35416283,13869,0,366,385563,16,1060
views,2,0,33129465,13869,0,366,385563,15,1060
views,0,5,36361949,4844,0,728,41169,12,1030
views,0,5,36520109,4844,0,728,41169,8,1030
views,2,29,36211224,12141,0,356,98516,18,1288
views,0,29,31714321,12141,0,356,98516,16,1288
views,2,29,29974158,12141,0,356,98516,18,1288
views,0,34,33671843,5626,0,1166,134848,7,1314
views,1,42,32539364,21155,0,1006,442351,17,1225
views,0,42,34666765,21155,0,1006,442351,17,1225
views,0,42,37577837,21155,0,1006,442351,11,1225
views,0,42,36508334,21155,0,1006,442351,13,1225
views,1,42,35208692,21155,0,1006,442351,16,1225
views,3,42,27234656,21155,0,1006,442351,17,1225
views,2,42,28005285,21155,0,1006,442351,19,1225
views,0,42,33879230,21155,0,1006,442351,15,1225
views,2,42,32797001,21155,0,1006,442351,17,1225
views,1,42,37622635,21155,0,1006,442351,11,1225
views,0,42,33917916,21155,0,1006,442351,5,1225
views,5,42,37597375,21155,0,1006,442351,17,1225
views,1,42,37262857,21155,0,1006,442351,17,1225
views,1,42,33271278,21155,0,1006,442351,7,1225
views,0,42,26567762,21155,1,1006,442351,17,1225
views,2,29,37528960,6199,0,414,595305,12,1272
views,4,29,33616637,6199,0,414,595305,16,1272
views,0,29,33334864,6199,0,414,595305,14,1272
views,2,29,33507810,6199,0,414,595305,18,1272
views,0,29,36924761,6199,0,414,595305,17,1272
views,0,29,35976106,6199,1,414,595305,14,1272
views,0,93,22450858,6061,0,301,537980,17,1261
views,0,272,30871945,63153,0,2547,16511,15,4808
views,1,102,33997496,9272,-1,1728,39722,19,1250
views,0,5,37191593,12536,0,515,123033,17,1377
views,0,5,36984669,12536,0,515,123033,10,1377
views,0,572,37466249,55945,0,2228,37947,19,3541
views,0,46,36445618,48375,1,1526,11898,17,2398
views,0,46,26648659,48375,1,1526,11898,16,2398
views,0,595,33067682,22540,0,2471,15371,18,1276
views,0,595,34655850,22540,0,2471,15371,19,1276
views,0,595,30827959,22540,1,2471,15371,17,1276
views,0,158,32126303,12393,0,604,1239189,11,3044
views,0,48,4142174,7618,0,253,450456,15,3565
views,0,48,34989087,7618,0,253,450456,19,3565
views,0,409,36910912,106900,0,2692,1317805,11,9067
views,0,409,35842913,106900,0,2692,1317805,13,9067
views,0,22,35685876,4471,0,356,265683,15,1106
views,0,22,28226920,4471,0,356,265683,19,1106
views,0,22,35351205,4471,0,356,265683,17,1106
views,0,80,36722862,34287,0,1230,687677,4,2485
views,0,97,36953621,235072,0,927,6068,11,10965
views,0,97,33842576,235072,0,927,6068,6,10965
views,0,97,37257134,235072,1,927,6068,18,10965
views,0,97,29285164,235072,1,927,6068,17,10965
views,0,97,37330755,235072,0,927,6068,10,10965
views,0,97,36912191,235072,0,927,6068,19,10965
views,0,97,37093383,235072,1,927,6068,11,10965
views,0,30,37433133,31280,0,2174,15393,8,2305
views,0,100,35865657,22378,0,629,302533,16,2385
views,0,100,30927087,22378,0,629,302533,17,2385
views,0,707,37254140,32662,1,2579,1612146,16,2318
views,0,182,37271747,15546,0,1564,67258,17,1848
views,0,409,30979217,5060,0,6825,2107722,13,3839
views,0,7,35744661,13589,0,148,93613,19,1192
views,0,40,37761862,8021,0,632,9634,8,2686
views,0,759,26841113,20302,0,1361,3436942,19,2485
views,0,1233,35731272,68266,2,3551,1066031,18,4633
views,0,1294,33287672,24767,1,2417,1352288,9,2187
views,4,1648,36012966,279695,0,1406,507674,18,22360
views,0,44,35655901,19231,0,812,240363,9,2131
views,1,44,36016686,19231,0,812,240363,17,2131
views,2,44,31158772,19231,0,812,240363,14,2131
views,5,44,23643514,19231,0,812,240363,16,2131
views,0,44,37647676,19231,0,812,240363,13,2131
views,2,26,23786263,10066,0,358,383691,18,1039
views,0,26,32247395,10066,0,358,383691,19,1039
views,1,26,34922958,10066,0,358,383691,19,1039
views,0,801,24846631,5502,0,792,1765866,17,1628
views,0,801,24845436,5502,0,792,1765866,18,1628
views,0,6,30759449,4521,0,1004,1615183,18,1013
views,0,6,17572984,4521,0,1004,1615183,9,1013
views,0,6,30105133,4521,1,1004,1615183,16,1013
views,0,41,37542543,8269,0,650,271907,6,1002
views,0,41,37185140,8269,1,650,271907,18,1002
views,2,41,34677763,8269,0,650,271907,17,1002
views,1,41,35011617,8269,0,650,271907,18,1002
views,0,41,17422598,8269,1,650,271907,16,1002
views,1,41,34654772,8269,0,650,271907,11,1002
views,0,41,37394624,8269,1,650,271907,12,1002
views,1,8,36798533,48170,1,435,449856,16,2380
views,0,33,33527000,47519,1,943,5017,17,3083
views,0,3,31134118,22996,1,2443,94278,14,2215
views,0,3,33868901,22996,1,2443,94278,16,2215
views,0,3,34311777,22996,0,2443,94278,16,2215
views,0,3,28452495,22996,0,2443,94278,19,2215
views,0,3,37392816,22996,0,2443,94278,19,2215
views,2,10,37617111,9382,0,1213,117507,10,1587
views,3,849,28305484,16264,1,1507,930393,18,1744
views,0,32,36326164,3521,0,447,2487602,9,1000
views,9,32,36612191,3521,1,447,2487602,19,1000
views,4,290,15047053,23645,0,3889,156755,16,5226
views,0,26,37318271,8577,0,693,854207,8,1016
views,0,26,31583264,8577,0,693,854207,17,1016
views,0,26,32454962,8577,0,693,854207,4,1016
views,0,26,37076994,8577,1,693,854207,18,1016
views,0,154,31160283,197771,0,975,12870,17,9458
views,2,67,33694764,29864,0,1496,15369,15,2531
views,1,67,14952029,29864,0,1496,15369,19,2531
views,2,67,36496541,29864,0,1496,15369,16,2531
views,0,67,37659772,29864,0,1496,15369,13,2531
views,3,67,36620216,29864,0,1496,15369,18,2531
views,0,347,30803468,14620,0,662,28768,16,1750
views,2,47,37721959,20547,0,1360,1212017,19,3336
views,1,47,34857556,20547,0,1360,1212017,16,3336
views,0,47,35415022,20547,0,1360,1212017,17,3336
views,0,266,37525980,24503,1,3232,1596545,16,2121
views,1,266,37769510,24503,0,3232,1596545,8,2121
views,0,22,37431448,55720,0,3128,107409,16,4202
views,0,319,37252735,12266,0,4760,180430,15,1008
views,2,257,30054561,5822,0,4348,1075247,15,1198
views,0,257,24806319,5822,0,4348,1075247,17,1198
views,5,257,28318163,5822,0,4348,1075247,14,1198
views,0,257,30331879,5822,1,4348,1075247,15,1198
views,0,257,32801101,5822,0,4348,1075247,15,1198
views,1,98,36735905,13238,0,92,125680,12,1495
views,0,812,37410831,38113,0,1737,699224,16,3852
views,0,29,37679278,20739,0,4103,1071320,11,1016
views,0,29,36723939,20739,0,4103,1071320,13,1016
views,0,29,35603360,20739,0,4103,1071320,15,1016
views,0,29,36091158,20739,0,4103,1071320,13,1016
views,3,51,37169759,7556,2,307,342932,19,1168
views,0,51,32888936,7556,0,307,342932,17,1168
views,0,2549,35725444,18807,0,3154,1084416,10,4475
views,0,1,37632930,6151,0,319,4675736,10,1136
views,0,1,35196642,6151,0,319,4675736,16,1136
views,1,1,37466014,6151,0,319,4675736,13,1136
views,1,1,35539032,6151,0,319,4675736,16,1136
views,0,1,37562121,6151,0,319,4675736,9,1136
views,1,1,37641151,6151,0,319,4675736,17,1136
views,3,1,37549204,6151,1,319,4675736,16,1136
views,0,42,37145210,21884,0,1945,435129,17,2032
views,0,42,37175235,21884,0,1945,435129,7,2032
views,4,13,37622851,8905,0,2316,2287576,18,1800
views,3,13,36179316,8905,0,2316,2287576,13,1800
views,2,13,36287093,8905,0,2316,2287576,17,1800
views,1,13,37114640,8905,2,2316,2287576,18,1800
views,1,13,35058972,8905,0,2316,2287576,19,1800
views,2,13,37634638,8905,0,2316,2287576,9,1800
views,4,13,36086537,8905,0,2316,2287576,19,1800
views,0,13,36130680,8905,0,2316,2287576,15,1800
views,3,13,36061045,8905,0,2316,2287576,19,1800
views,0,13,37120096,8905,0,2316,2287576,11,1800
views,0,35,37612690,30605,0,1014,107783,4,2351
views,0,35,35994210,30605,0,1014,107783,10,2351
views,0,35,35574386,30605,0,1014,107783,11,2351
views,0,35,34675425,30605,1,1014,107783,19,2351
views,1,35,33999782,30605,0,1014,107783,17,2351
views,2,35,32078853,30605,0,1014,107783,15,2351
views,0,35,35625671,30605,0,1014,107783,19,2351
views,0,111,36970705,6195,-1,764,3310334,17,1344
views,0,28,31291218,21375,0,2064,15825,19,1289
views,0,16,35968956,36591,0,243,440602,19,2435
views,4,53,37751468,8226,0,1029,61311,12,1149
views,0,53,35463486,8226,0,1029,61311,10,1149
views,0,5348,37212604,212764,0,9057,82548,8,18175
views,6,97,36488139,31238,0,412,183579,16,1644
views,0,18,34602245,10995,0,652,16964,12,1626
views,3,18,36456746,10995,0,652,16964,15,1626
views,0,18,32917235,10995,0,652,16964,13,1626
views,1,1,34332654,3256,0,109,1096892,17,1111
views,0,176,37700898,32077,1,1115,7512,16,2978
views,0,176,37274072,32077,0,1115,7512,18,2978
views,0,120,33428716,7146,0,450,1076743,17,1177
views,0,120,15036385,7146,0,450,1076743,16,1177
views,0,24,34569730,5658,1,414,1844811,16,1047
views,0,24,28921912,5658,0,414,1844811,19,1047
views,0,0,35895688,15963,0,731,199,19,1122
views,0,0,37351643,15963,0,731,199,7,1122
views,0,32,37393059,24921,0,2970,33051,15,3241
views,0,198,33542204,37327,0,1900,38522,13,2872
views,1,198,24763792,37327,0,1900,38522,19,2872
views,2,198,35154609,37327,0,1900,38522,18,2872
views,0,198,32889015,37327,0,1900,38522,7,2872
views,0,198,33732365,37327,0,1900,38522,13,2872
views,0,198,34335316,37327,0,1900,38522,18,2872
views,0,198,31853183,37327,0,1900,38522,15,2872
views,1,198,34162465,37327,1,1900,38522,19,2872
views,1,198,31301174,37327,-1,1900,38522,10,2872
views,2,198,37729403,37327,0,1900,38522,15,2872
views,0,198,36846139,37327,0,1900,38522,6,2872
views,0,198,32850215,37327,0,1900,38522,17,2872
views,2,198,32328862,37327,-1,1900,38522,18,2872
views,0,198,28127067,37327,0,1900,38522,12,2872
views,2,198,31304513,37327,0,1900,38522,18,2872
views,1,198,33018072,37327,-1,1900,38522,19,2872
views,0,198,32507199,37327,0,1900,38522,16,2872
views,1,198,36920582,37327,0,1900,38522,14,2872
views,0,64,37076074,49689,0,1752,463785,17,4102
views,1,21,31573645,16753,0,360,21634,15,1450
views,0,31,36008300,3888,1,1870,395295,16,1110
views,4,31,32482919,3888,0,1870,395295,10,1110
views,0,31,37629235,3888,0,1870,395295,17,1110
views,0,796,34719924,41176,0,1793,410636,16,3818
views,0,778,35155919,13466,2,920,789657,13,4388
views,0,72,36624645,3326,0,285,3697264,13,1003
views,0,72,34963793,3326,0,285,3697264,18,1003
views,2,72,33799179,3326,0,285,3697264,18,1003
views,0,72,36007723,3326,0,285,3697264,18,1003
views,0,72,35841476,3326,1,285,3697264,17,1003
views,0,72,36448966,3326,0,285,3697264,10,1003
views,0,72,36641650,3326,0,285,3697264,10,1003
views,0,72,37633369,3326,0,285,3697264,18,1003
views,3,484,27375605,28663,0,1577,21061,19,2387
views,0,484,35343186,28663,2,1577,21061,17,2387
views,2,484,37149731,28663,0,1577,21061,13,2387
views,0,194,34476742,49892,0,492,191463,18,2449
views,1,194,36572155,49892,1,492,191463,12,2449
views,4,46,37080167,17310,1,3414,303612,17,4062
views,2,46,37132635,17310,1,3414,303612,15,4062
views,1,1,33078084,55042,1,5546,1006010,12,2630
views,2,485,31963873,12628,2,5163,940834,18,1792
views,1,22,31962760,1953,0,1171,989920,17,2610
views,0,22,36861397,1953,0,1171,989920,19,2610
views,0,171,34581020,16933,0,281,2332336,14,1275
views,2,171,36182794,16933,0,281,2332336,13,1275
views,0,171,37659417,16933,0,281,2332336,12,1275
views,0,171,35989686,16933,0,281,2332336,13,1275
views,1,85,30646854,38542,1,2078,2071807,19,1978
views,0,1,35673593,3766,0,311,2452680,15,1269
views,0,1,36116684,3766,0,311,2452680,18,1269
views,0,16,32507522,9290,0,225,1303170,15,1194
views,0,16,33956002,9290,0,225,1303170,10,1194
views,0,16,37114411,9290,1,225,1303170,12,1194
views,3,16,32839502,9290,0,225,1303170,16,1194
views,1,16,36120541,9290,0,225,1303170,16,1194
views,0,8,33078690,11815,0,495,51593,13,1979
views,0,25,35657359,16779,0,1782,361842,19,1691
views,2,197,37660293,115343,-1,3682,99834,11,8228
views,0,197,37590442,115343,0,3682,99834,16,8228
views,4,197,31829286,115343,0,3682,99834,18,8228
views,0,197,37481883,115343,0,3682,99834,8,8228
views,4,197,37419130,115343,0,3682,99834,9,8228
views,0,197,37387820,115343,0,3682,99834,18,8228
views,0,197,37360946,115343,0,3682,99834,12,8228
views,0,197,36839491,115343,0,3682,99834,18,8228
views,0,197,37482139,115343,1,3682,99834,13,8228
views,0,197,33961056,115343,0,3682,99834,19,8228
views,0,197,36798121,115343,0,3682,99834,14,8228
views,0,197,35743281,115343,0,3682,99834,6,8228
views,0,197,33131808,115343,0,3682,99834,7,8228
views,0,197,36182825,115343,1,3682,99834,16,8228
views,1,197,36848864,115343,1,3682,99834,15,8228
views,0,197,28238191,115343,-2,3682,99834,18,8228
views,1,197,35969187,115343,0,3682,99834,12,8228
views,0,197,31473580,115343,0,3682,99834,10,8228
views,0,197,32849803,115343,0,3682,99834,6,8228
views,3,197,36645933,115343,-1,3682,99834,16,8228
views,0,197,37316597,115343,-2,3682,99834,18,8228
views,4,97,34138658,7848,0,726,958464,18,1599
views,0,97,36529702,7848,0,726,958464,17,1599
views,4,97,34369756,7848,0,726,958464,16,1599
views,0,97,37672500,7848,0,726,958464,10,1599
views,0,97,36859135,7848,0,726,958464,16,1599
views,0,45,34917026,12968,0,585,1290545,13,8792
views,0,1615,37194265,16309,0,5329,1563422,8,5981
views,2,18,32074632,22239,1,1893,509706,19,1497
views,0,72,33632499,20390,0,505,178757,13,1317
views,0,31,28111159,5104,0,517,609630,10,1082
views,2,31,37679821,5104,0,517,609630,13,1082
views,0,126,34446666,23409,1,1452,202168,16,1690
views,0,126,34432986,23409,0,1452,202168,14,1690
views,0,126,23685447,23409,0,1452,202168,19,1690
views,0,187,37501518,8963,1,582,17971,19,1496
views,0,1204,32070717,24848,0,2483,500974,15,2310
views,0,138,37545568,12653,0,1203,1010632,15,1381
views,0,48,17834580,13103,0,3352,1741868,18,1310
views,2,760,25726485,23454,0,834,978756,18,3974
views,2,17,29264697,32947,0,579,84539,17,2284
views,3,322,34888017,28934,0,1294,31667,10,2418
views,0,322,33771746,28934,1,1294,31667,10,2418
views,0,40,37750032,39822,0,488,93884,10,1033
views,0,55,30850819,9855,0,805,56672,15,1193
up_votes,8,2098,37342151,30144,0,1264,131809,16,1923
up_votes,0,13,34118493,2073,0,1964,1499072,13,340
up_votes,0,13,35837533,2073,1,1964,1499072,9,340
up_votes,6,13,36560530,2073,0,1964,1499072,18,340
up_votes,0,34,37351273,3053,-2,1154,4921194,16,520
up_votes,2,11,22179082,34006,0,1262,683553,14,1640
up_votes,0,11,31927733,34006,0,1262,683553,12,1640
up_votes,0,11,37471953,34006,0,1262,683553,19,1640
up_votes,0,11,30404261,34006,0,1262,683553,15,1640
up_votes,3,11,32661087,34006,-1,1262,683553,19,1640
up_votes,1,78,31305236,26819,0,894,1033686,19,1724
up_votes,1,78,37416747,26819,0,894,1033686,16,1724
up_votes,0,121,37557754,32089,0,1355,138578,13,4762
up_votes,0,121,37570473,32089,0,1355,138578,5,4762
up_votes,0,100,31383988,31303,0,1142,153422,12,2885
up_votes,0,273,36547904,33337,0,943,253468,18,2891
up_votes,1,7,36033966,2445,2,1005,1300519,19,211
up_votes,2,7,37206649,2445,1,1005,1300519,14,211
up_votes,5,242,28725286,39423,0,2998,199700,17,6794
up_votes,1,242,29592171,39423,1,2998,199700,16,6794
up_votes,0,32,37211628,4092,2,1333,1517244,18,221
up_votes,2,461,37642104,187688,4,3899,324584,18,27257
up_votes,1,1,36285705,1533,1,957,394639,14,150
up_votes,2,18,36407423,3330,0,1584,1446086,18,233
up_votes,1,81,35243063,4684,0,1599,1124744,10,745
up_votes,0,81,35601524,4684,0,1599,1124744,13,745
up_votes,0,81,31167343,4684,0,1599,1124744,14,745
up_votes,2,70,22408441,5802,0,952,932833,19,510
up_votes,0,28,29207658,1509,1,1947,486561,15,239
up_votes,0,1189,37208635,23259,0,3125,487813,12,2940
up_votes,0,64,37705301,26073,0,6737,730807,5,3088
up_votes,0,11,33688028,8989,0,2596,1000,14,2270
up_votes,0,50,36691114,27417,1,971,436028,19,2815
up_votes,0,52,36471428,5653,0,1452,285190,10,500
up_votes,0,52,35015334,5653,0,1452,285190,18,500
up_votes,2,437,37699630,36326,0,1600,3049628,10,4245
up_votes,2,8,37331001,33369,0,2050,296446,17,1609
up_votes,0,449,36053989,39904,0,4829,1011724,15,4149
up_votes,0,26,33011717,11425,0,2805,27756,11,4847
up_votes,0,26,37730040,11425,0,2805,27756,18,4847
up_votes,1,26,35314969,11425,0,2805,27756,9,4847
up_votes,0,26,26670652,11425,1,2805,27756,18,4847
up_votes,0,26,35172793,11425,0,2805,27756,15,4847
up_votes,0,26,37588791,11425,0,2805,27756,6,4847
up_votes,0,26,37111914,11425,0,2805,27756,13,4847
up_votes,0,26,24905100,11425,0,2805,27756,19,4847
up_votes,0,4,34934350,4368,0,1073,405022,17,569
up_votes,1,4,36875644,4368,0,1073,405022,19,569
up_votes,0,1940,34789185,26569,0,1138,477127,17,3273
up_votes,0,0,34271094,74,0,1919,1905469,18,60
up_votes,0,46,37379076,12638,0,1689,276193,17,778
up_votes,0,22,37213268,20898,0,3528,2120261,15,917
up_votes,0,730,35397328,79076,0,2571,102441,17,6176
up_votes,2,730,35566927,79076,0,2571,102441,13,6176
up_votes,0,730,36923309,79076,0,2571,102441,14,6176
up_votes,0,730,35873641,79076,1,2571,102441,19,6176
up_votes,2,2,35035512,4826,0,2835,678834,15,1304
up_votes,0,2,34788870,4826,0,2835,678834,14,1304
up_votes,0,2,36384025,4826,0,2835,678834,17,1304
up_votes,0,4,34681013,937,0,2494,865603,6,156
up_votes,0,40,37730237,3950,0,896,127670,14,832
up_votes,0,21,35066362,14345,0,1881,132208,19,690
up_votes,0,3,30084170,6394,1,1686,3240381,16,608
up_votes,2,940,33551590,71341,-1,2823,561309,16,4379
up_votes,1,940,36288255,71341,0,2823,561309,13,4379
up_votes,0,24,37745552,3416,0,870,3029263,16,261
up_votes,0,24,33121020,3416,0,870,3029263,16,261
up_votes,0,24,36283613,3416,0,870,3029263,11,261
up_votes,1,24,37098126,3416,0,870,3029263,14,261
up_votes,0,24,37721283,3416,0,870,3029263,9,261
up_votes,1,24,37329215,3416,0,870,3029263,19,261
up_votes,0,24,37708245,3416,0,870,3029263,7,261
up_votes,0,24,36265195,3416,0,870,3029263,9,261
up_votes,0,1,32351188,1183,0,861,1076268,13,83
up_votes,6,201,32411162,13352,0,1548,261682,19,2076
up_votes,0,201,32416581,13352,0,1548,261682,19,2076
up_votes,1,1480,33375247,96868,0,2385,14357,12,8583
up_votes,0,67,31558581,10507,0,1262,125663,15,1627
up_votes,1,106,30851022,5390,0,1174,287893,14,655
up_votes,0,106,30854868,5390,0,1174,287893,18,655
up_votes,0,11,36656515,10118,0,1777,1281576,16,383
up_votes,1,11,36328586,10118,1,1777,1281576,13,383
up_votes,4,948,33218516,6667,0,1093,1477407,14,1136
up_votes,4,948,36944517,6667,1,1093,1477407,19,1136
up_votes,0,948,31854179,6667,0,1093,1477407,18,1136
up_votes,0,948,34437689,6667,0,1093,1477407,17,1136
up_votes,0,22,35326505,3103,0,1284,1980029,19,300
up_votes,0,9,35770346,13834,0,1623,6486,14,997
up_votes,0,9,4238213,13834,1,1623,6486,17,997
up_votes,0,519,18674135,16616,0,872,933633,19,1145
up_votes,3,21,35086108,4245,0,1507,389828,19,382
up_votes,1,64,35725627,4335,3,2143,1543300,18,335
up_votes,0,14,36710868,3603,0,2485,156446,16,517
up_votes,6,56,20458662,4583,0,1677,2413722,19,298
up_votes,0,24,35962496,5150,0,1157,3632206,12,1066
up_votes,1,24,37647553,5150,0,1157,3632206,17,1066
up_votes,6,24,37585219,5150,0,1157,3632206,16,1066
up_votes,0,24,36794827,5150,0,1157,3632206,3,1066
up_votes,2,24,36527550,5150,1,1157,3632206,19,1066
up_votes,1,24,31368471,5150,0,1157,3632206,19,1066
up_votes,0,24,37768029,5150,0,1157,3632206,18,1066
